NDC Description,NDC,NADAC Per Unit,Effective Date,Pricing Unit,Pharmacy Type Indicator,OTC,Explanation Code,Classification for Rate Setting,Corresponding Generic Drug NADAC Per Unit,Corresponding Generic Drug Effective Date,As of Date
SUBOXONE 12 MG-3 MG SL FILM,12496121201,17.2303,03/19/2025,EA,C/I,N,1,B,4.6617,03/19/2025,04/09/2025
SUBOXONE 12 MG-3 MG SL FILM,12496121203,17.2303,03/19/2025,EA,C/I,N,1,B,4.6617,03/19/2025,04/09/2025
SUBOXONE 2 MG-0.5 MG SL FILM,12496120201,4.80383,03/19/2025,EA,C/I,N,1,B,1.87527,03/19/2025,04/09/2025
SUBOXONE 2 MG-0.5 MG SL FILM,12496120203,4.80383,03/19/2025,EA,C/I,N,1,B,1.87527,03/19/2025,04/09/2025
SUBOXONE 4 MG-1 MG SL FILM,12496120401,8.59854,03/19/2025,EA,C/I,N,1,B,3.50752,03/19/2025,04/09/2025
SUBOXONE 4 MG-1 MG SL FILM,12496120403,8.59854,03/19/2025,EA,C/I,N,1,B,3.50752,03/19/2025,04/09/2025
SUBOXONE 8 MG-2 MG SL FILM,12496120801,8.61091,03/19/2025,EA,C/I,N,1,B,2.18676,03/19/2025,04/09/2025
SUBOXONE 8 MG-2 MG SL FILM,12496120803,8.61091,03/19/2025,EA,C/I,N,1,B,2.18676,03/19/2025,04/09/2025
SUPREP BOWEL PREP KIT,52268001201,0.3234,01/03/2025,ML,C/I,N,"2, 5",B,0.1786,03/19/2025,04/09/2025
SYMBICORT 160-4.5 MCG INHALER,186037020,22.04954,03/19/2025,GM,C/I,N,"1, 5",B,19.4912,03/19/2025,04/09/2025
SYMBICORT 80-4.5 MCG INHALER,186037220,19.28775,03/19/2025,GM,C/I,N,"1, 5",B,16.75554,03/19/2025,04/09/2025
SYNTHROID 100 MCG TABLET,74662411,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05854,03/19/2025,04/09/2025
SYNTHROID 100 MCG TABLET,74662419,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05854,03/19/2025,04/09/2025
SYNTHROID 100 MCG TABLET,74662490,1.58772,01/02/2025,EA,C/I,N,"2, 6",B,0.05854,03/19/2025,04/09/2025
SYNTHROID 112 MCG TABLET,74929619,1.58747,01/02/2025,EA,C/I,N,"2, 6",B,0.07351,03/19/2025,04/09/2025
SYNTHROID 112 MCG TABLET,74929690,1.58747,01/02/2025,EA,C/I,N,"2, 6",B,0.07351,03/19/2025,04/09/2025
SYNTHROID 125 MCG TABLET,74706811,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07712,03/19/2025,04/09/2025
SYNTHROID 125 MCG TABLET,74706819,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07712,03/19/2025,04/09/2025
SYNTHROID 125 MCG TABLET,74706890,1.5886,01/02/2025,EA,C/I,N,"2, 6",B,0.07712,03/19/2025,04/09/2025
SYNTHROID 137 MCG TABLET,74372719,1.58795,01/02/2025,EA,C/I,N,"2, 6",B,0.08487,03/19/2025,04/09/2025
SYNTHROID 137 MCG TABLET,74372790,1.58795,01/02/2025,EA,C/I,N,"2, 6",B,0.08487,03/19/2025,04/09/2025
SYNTHROID 150 MCG TABLET,74706911,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.08267,03/19/2025,04/09/2025
SYNTHROID 150 MCG TABLET,74706919,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.08267,03/19/2025,04/09/2025
SYNTHROID 150 MCG TABLET,74706990,1.58791,01/02/2025,EA,C/I,N,"2, 6",B,0.08267,03/19/2025,04/09/2025
SYNTHROID 175 MCG TABLET,74707019,1.58508,01/02/2025,EA,C/I,N,"2, 6",B,0.09462,03/19/2025,04/09/2025
SYNTHROID 175 MCG TABLET,74707090,1.58508,01/02/2025,EA,C/I,N,"2, 6",B,0.09462,03/19/2025,04/09/2025
SYNTHROID 200 MCG TABLET,74714811,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.10149,03/19/2025,04/09/2025
SYNTHROID 200 MCG TABLET,74714819,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.10149,03/19/2025,04/09/2025
SYNTHROID 200 MCG TABLET,74714890,1.58692,01/02/2025,EA,C/I,N,"2, 6",B,0.10149,03/19/2025,04/09/2025
SYNTHROID 25 MCG TABLET,74434119,1.58769,01/02/2025,EA,C/I,N,"2, 6",B,0.04513,03/19/2025,04/09/2025
SYNTHROID 25 MCG TABLET,74434190,1.58769,01/02/2025,EA,C/I,N,"2, 6",B,0.04513,03/19/2025,04/09/2025
SYNTHROID 300 MCG TABLET,74714919,1.5811,01/02/2025,EA,C/I,N,"2, 6",B,0.12471,03/19/2025,04/09/2025
SYNTHROID 300 MCG TABLET,74714990,1.5811,01/02/2025,EA,C/I,N,"2, 6",B,0.12471,03/19/2025,04/09/2025
SYNTHROID 50 MCG TABLET,74455211,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.0575,03/19/2025,04/09/2025
SYNTHROID 50 MCG TABLET,74455219,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.0575,03/19/2025,04/09/2025
SYNTHROID 50 MCG TABLET,74455290,1.58771,01/02/2025,EA,C/I,N,"2, 6",B,0.0575,03/19/2025,04/09/2025
SYNTHROID 75 MCG TABLET,74518211,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05769,03/19/2025,04/09/2025
SYNTHROID 75 MCG TABLET,74518219,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05769,03/19/2025,04/09/2025
SYNTHROID 75 MCG TABLET,74518290,1.58846,01/02/2025,EA,C/I,N,"2, 6",B,0.05769,03/19/2025,04/09/2025
SYNTHROID 88 MCG TABLET,74659419,1.58838,01/02/2025,EA,C/I,N,"2, 6",B,0.06733,03/19/2025,04/09/2025
SYNTHROID 88 MCG TABLET,74659490,1.58838,01/02/2025,EA,C/I,N,"2, 6",B,0.06733,03/19/2025,04/09/2025
SYSTANE 0.3-0.4% EYE DROP,65043133,0.36639,03/19/2025,EA,C/I,Y,"1, 5, 6",B,0.17733,03/19/2025,04/09/2025
SYSTANE 0.4-0.3% EYE DROP,65042915,0.69427,03/19/2025,ML,C/I,Y,"1, 5, 6",B,0.37048,03/19/2025,04/09/2025
SYSTANE HYDRATION PF 0.4-0.3%,65143704,0.36639,03/19/2025,EA,C/I,Y,"1, 5, 6",B,0.17733,03/19/2025,04/09/2025
SYSTANE ULTRA 0.4-0.3% EYE DRP,65143206,0.44065,03/19/2025,EA,C/I,Y,"1, 5, 6",B,0.1998,03/19/2025,04/09/2025
TACLONEX 0.005%-0.064% SUSPENSION,50222050106,20.75397,03/19/2025,GM,C/I,N,"1, 5",B,1.4583,03/19/2025,04/09/2025
TAMIFLU 6 MG/ML SUSPENSION,4082205,2.43115,03/19/2025,ML,C/I,N,"1, 5",B,0.20095,03/19/2025,04/09/2025
TAMIFLU 75 MG CAPSULE,4080085,14.61764,03/19/2025,EA,C/I,N,1,B,1.20618,03/19/2025,04/09/2025
TAYTULLA 1 MG-20 MCG CAPSULE,23586228,8.58463,01/02/2025,EA,C/I,N,4,B,0.86521,03/19/2025,04/09/2025
TAYTULLA 1 MG-20 MCG CAPSULE,23586230,8.58463,01/02/2025,EA,C/I,N,4,B,0.86521,03/19/2025,04/09/2025
TEGRETOL 100 MG/5 ML SUSP,78050883,0.42342,01/14/2025,ML,C/I,N,"4, 5",B,0.11141,03/19/2025,04/09/2025
TEGRETOL 200 MG TABLET,78050905,2.96126,01/14/2025,EA,C/I,N,2,B,0.13844,03/19/2025,04/09/2025
TEGRETOL XR 100 MG TABLET,78051005,1.58674,01/14/2025,EA,C/I,N,2,B,0.25039,03/19/2025,04/09/2025
TEGRETOL XR 200 MG TABLET,78051105,3.16506,01/14/2025,EA,C/I,N,2,B,0.43652,03/19/2025,04/09/2025
TEGRETOL XR 400 MG TABLET,78051205,6.32899,01/14/2025,EA,C/I,N,2,B,0.75646,03/19/2025,04/09/2025
TEKTURNA 150 MG TABLET,70839015030,11.07822,01/01/2025,EA,C/I,N,4,B,4.49461,03/19/2025,04/09/2025
TEKTURNA 300 MG TABLET,70839030030,13.84801,01/01/2025,EA,C/I,N,4,B,5.35745,03/19/2025,04/09/2025
TENORMIN 25 MG TABLET,24979024407,12.75341,04/09/2025,EA,C/I,N,4,B,0.02404,04/09/2025,04/09/2025
TENORMIN 25 MG TABLET,52427042990,12.75341,02/19/2025,EA,C/I,N,4,B,0.02404,03/19/2025,04/09/2025
TENORMIN 50 MG TABLET,52427043090,12.77452,03/19/2025,EA,C/I,N,1,B,0.02553,03/19/2025,04/09/2025
TESTIM 1% (50 MG) GEL,66887000105,3.78763,03/19/2025,GM,C/I,N,"1, 5",B,0.84037,03/19/2025,04/09/2025
TIKOSYN 500 MCG CAPSULE,69582060,10.77105,01/01/2025,EA,C/I,N,4,B,0.21862,03/19/2025,04/09/2025
TIKOSYN 500 MCG CAPSULE,69582061,10.77105,01/01/2025,EA,C/I,N,4,B,0.21862,03/19/2025,04/09/2025
TIMOPTIC 0.5% OCUDOSE DROP,187149605,10.36269,01/01/2025,EA,C/I,N,"4, 5",B,2.39555,03/19/2025,04/09/2025
TIMOPTIC 0.5% OCUDOSE DROP,24208049968,10.36269,01/01/2025,EA,C/I,N,"4, 5",B,2.39555,03/19/2025,04/09/2025
TOPAMAX 100 MG TABLET,50458064165,17.46324,01/03/2025,EA,C/I,N,2,B,0.06422,03/19/2025,04/09/2025
TOPAMAX 200 MG TABLET,50458064265,20.4772,01/03/2025,EA,C/I,N,4,B,0.10313,03/19/2025,04/09/2025
TOPAMAX 25 MG SPRINKLE CAP,50458064565,7.33487,01/03/2025,EA,C/I,N,4,B,0.48505,03/19/2025,04/09/2025
TOPAMAX 25 MG TABLET,50458063965,6.41955,01/03/2025,EA,C/I,N,4,B,0.02806,03/19/2025,04/09/2025
TOPAMAX 50 MG TABLET,50458064065,12.77309,01/03/2025,EA,C/I,N,4,B,0.04015,03/19/2025,04/09/2025
TOPROL XL 100 MG TABLET,70842011202,1.98832,01/03/2025,EA,C/I,N,2,B,0.12306,03/19/2025,04/09/2025
TOPROL XL 200 MG TABLET,70842011302,3.16491,01/03/2025,EA,C/I,N,4,B,0.19795,03/19/2025,04/09/2025
TOPROL XL 25 MG TABLET,70842011002,1.32394,01/03/2025,EA,C/I,N,2,B,0.05896,03/19/2025,04/09/2025
TOPROL XL 50 MG TABLET,70842011102,1.32418,01/03/2025,EA,C/I,N,2,B,0.06388,03/19/2025,04/09/2025
TOVIAZ ER 4 MG TABLET,69024230,9.26932,03/19/2025,EA,C/I,N,1,B,0.8513,03/19/2025,04/09/2025
TOVIAZ ER 8 MG TABLET,69024430,9.26607,03/19/2025,EA,C/I,N,1,B,0.93183,03/19/2025,04/09/2025
TRANSDERM-SCOP 1 MG/3 DAY PTCH,10019055303,20.33992,03/19/2025,EA,C/I,N,"1, 5",B,5.15755,03/19/2025,04/09/2025
TRANSDERM-SCOP 1 MG/3 DAY PTCH,10019055304,20.33992,03/19/2025,EA,C/I,N,"1, 5",B,5.15755,03/19/2025,04/09/2025
TRAVATAN Z 0.004% EYE DROP,78094640,94.17813,03/19/2025,ML,C/I,N,"1, 5",B,14.2986,03/19/2025,04/09/2025
TRAVATAN Z 0.004% EYE DROP,66758009556,94.17813,03/19/2025,ML,C/I,N,"1, 5",B,14.2986,03/19/2025,04/09/2025
TRAVATAN Z 0.004% EYE DROP,78094625,94.33806,03/19/2025,ML,C/I,N,"1, 5",B,14.61188,03/19/2025,04/09/2025
TRAVATAN Z 0.004% EYE DROP,66758009575,94.33806,03/19/2025,ML,C/I,N,"1, 5",B,14.61188,03/19/2025,04/09/2025
TRIBENZOR 40-10-25 MG TABLET,713087830,16.1488,09/20/2024,EA,C/I,N,4,B,1.43488,03/19/2025,04/09/2025
TRIBENZOR 40-5-12.5 MG TABLET,713087530,16.25752,09/20/2024,EA,C/I,N,4,B,1.20251,03/19/2025,04/09/2025
TRICOR 145 MG TABLET,74318990,0.99969,02/19/2025,EA,C/I,N,4,B,0.13841,03/19/2025,04/09/2025
TRILEPTAL 150 MG TABLET,78045605,5.59467,01/14/2025,EA,C/I,N,4,B,0.13463,03/19/2025,04/09/2025
TRILEPTAL 300 MG TABLET,78033705,10.21546,01/14/2025,EA,C/I,N,2,B,0.1873,03/19/2025,04/09/2025
TRILEPTAL 300 MG/5 ML SUSP,78035752,1.88363,01/14/2025,ML,C/I,N,"2, 5",B,0.21993,03/19/2025,04/09/2025
TRILEPTAL 600 MG TABLET,78045705,18.79488,01/14/2025,EA,C/I,N,4,B,0.37187,03/19/2025,04/09/2025
TRILIPIX DR 135 MG CAPSULE,74316290,8.63118,11/20/2024,EA,C/I,N,4,B,0.2882,03/19/2025,04/09/2025
TROKENDI XR 100 MG CAPSULE,17772010330,30.33766,03/19/2025,EA,C/I,N,1,B,14.21464,03/19/2025,04/09/2025
TROKENDI XR 200 MG CAPSULE,17772010401,41.48158,03/19/2025,EA,C/I,N,1,B,29.58901,03/19/2025,04/09/2025
TROKENDI XR 200 MG CAPSULE,17772010430,41.48158,03/19/2025,EA,C/I,N,1,B,29.58901,03/19/2025,04/09/2025
TROKENDI XR 25 MG CAPSULE,17772010130,11.74831,03/19/2025,EA,C/I,N,1,B,5.0352,03/19/2025,04/09/2025
TROKENDI XR 50 MG CAPSULE,17772010230,15.29683,03/19/2025,EA,C/I,N,1,B,6.91343,03/19/2025,04/09/2025
TRUVADA 200 MG-300 MG TABLET,61958070101,59.44587,03/19/2025,EA,C/I,N,1,B,0.60321,03/19/2025,04/09/2025
UCERIS 2 MG RECTAL FOAM,65649065103,11.70796,03/19/2025,GM,C/I,N,"1, 5",B,9.23698,03/19/2025,04/09/2025
UCERIS 9 MG ER TABLET,68012030930,57.27063,03/19/2025,EA,C/I,N,1,B,20.03305,03/19/2025,04/09/2025
ULORIC 40 MG TABLET,64764091830,10.56283,03/19/2025,EA,C/I,N,1,B,0.37533,03/19/2025,04/09/2025
ULORIC 80 MG TABLET,64764067730,10.56967,03/19/2025,EA,C/I,N,1,B,0.47581,03/19/2025,04/09/2025
UNITHROID 100 MCG TABLET,60846080501,4.22287,03/19/2025,EA,C/I,N,1,B,0.05854,03/19/2025,04/09/2025
UNITHROID 112 MCG TABLET,60846080601,4.23099,03/19/2025,EA,C/I,N,1,B,0.07351,03/19/2025,04/09/2025
UNITHROID 125 MCG TABLET,60846080701,4.24014,03/19/2025,EA,C/I,N,1,B,0.07712,03/19/2025,04/09/2025
UNITHROID 137 MCG TABLET,60846080801,4.23906,03/19/2025,EA,C/I,N,1,B,0.08487,03/19/2025,04/09/2025
UNITHROID 150 MCG TABLET,60846080901,4.24791,03/19/2025,EA,C/I,N,1,B,0.08267,03/19/2025,04/09/2025
UNITHROID 175 MCG TABLET,60846081001,4.24639,03/19/2025,EA,C/I,N,1,B,0.09462,03/19/2025,04/09/2025
UNITHROID 200 MCG TABLET,60846081101,4.25444,03/19/2025,EA,C/I,N,1,B,0.10149,03/19/2025,04/09/2025
UNITHROID 25 MCG TABLET,60846080101,4.20141,03/19/2025,EA,C/I,N,1,B,0.04513,03/19/2025,04/09/2025
UNITHROID 50 MCG TABLET,60846080201,4.20267,03/19/2025,EA,C/I,N,1,B,0.0575,03/19/2025,04/09/2025
UNITHROID 75 MCG TABLET,60846080301,4.21142,03/19/2025,EA,C/I,N,1,B,0.05769,03/19/2025,04/09/2025
UNITHROID 88 MCG TABLET,60846080401,4.21078,03/19/2025,EA,C/I,N,1,B,0.06733,03/19/2025,04/09/2025
VAGIFEM 10 MCG VAGINAL TAB,169517603,20.40187,03/19/2025,EA,C/I,N,1,B,7.68892,03/19/2025,04/09/2025
VAGIFEM 10 MCG VAGINAL TAB,169517604,20.40187,03/19/2025,EA,C/I,N,1,B,7.68892,03/19/2025,04/09/2025
VALTREX 1 GM CAPLET,173056504,20.30958,03/19/2025,EA,C/I,N,1,B,0.44069,03/19/2025,04/09/2025
VALTREX 1 GM CAPLET,173056510,20.30958,03/19/2025,EA,C/I,N,1,B,0.44069,03/19/2025,04/09/2025
VALTREX 500 MG CAPLET,173093308,12.90159,03/19/2025,EA,C/I,N,1,B,0.24832,03/19/2025,04/09/2025
VALTREX 500 MG CAPLET,173093310,12.90159,03/19/2025,EA,C/I,N,1,B,0.24832,03/19/2025,04/09/2025
VANACOF DM 18-200-10 MG/15 ML,58809055508,0.09758,03/19/2025,ML,C/I,Y,"1, 5, 6",B,0.07252,09/18/2024,04/09/2025
VENTOLIN HFA 90 MCG INHALER,173068220,3.03935,03/19/2025,GM,C/I,N,"1, 5",B,1.83126,03/19/2025,04/09/2025
VESICARE 10 MG TABLET,51248015101,12.30769,03/19/2025,EA,C/I,N,1,B,0.17394,03/19/2025,04/09/2025
VESICARE 5 MG TABLET,51248015001,12.31448,03/19/2025,EA,C/I,N,1,B,0.18925,03/19/2025,04/09/2025
VIAGRA 100 MG TABLET,69422030,83.76986,03/19/2025,EA,C/I,N,1,B,0.16083,03/19/2025,04/09/2025
VIAGRA 100 MG TABLET,69422066,83.76986,03/19/2025,EA,C/I,N,1,B,0.16083,03/19/2025,04/09/2025
VIAGRA 50 MG TABLET,69421030,84.56946,03/19/2025,EA,C/I,N,1,B,0.10827,03/19/2025,04/09/2025
VIAGRA 50 MG TABLET,69421066,84.56946,03/19/2025,EA,C/I,N,1,B,0.10827,03/19/2025,04/09/2025
VICTOZA 2-PAK 18 MG/3 ML PEN,169406012,87.46087,03/19/2025,ML,C/I,N,"1, 5",B,68.05679,03/19/2025,04/09/2025
VICTOZA 3-PAK 18 MG/3 ML PEN,169406013,87.47597,03/19/2025,ML,C/I,N,"1, 5",B,67.73556,03/19/2025,04/09/2025
VIGAMOX 0.5% EYE DROPS,78093926,31.51675,11/14/2024,ML,C/I,N,"4, 5",B,2.27649,03/19/2025,04/09/2025
VIGAMOX 0.5% EYE DROPS,82667070003,31.51675,11/14/2024,ML,C/I,N,"4, 5",B,2.27649,03/19/2025,04/09/2025
VIIBRYD 10 MG TABLET,456111030,11.63796,01/02/2025,EA,C/I,N,4,B,1.04549,03/19/2025,04/09/2025
VIIBRYD 20 MG TABLET,456112030,11.65168,01/02/2025,EA,C/I,N,4,B,0.92785,03/19/2025,04/09/2025
VIIBRYD 40 MG TABLET,456114030,11.63769,01/02/2025,EA,C/I,N,2,B,1.06187,03/19/2025,04/09/2025
VIMPAT 10 MG/ML SOLUTION,131541072,2.24363,01/01/2025,ML,C/I,N,"2, 5",B,0.12639,03/19/2025,04/09/2025
VIMPAT 100 MG TABLET,131247835,18.06475,01/01/2025,EA,C/I,N,4,B,0.25136,03/19/2025,04/09/2025
VIMPAT 100 MG TABLET,131247860,18.06475,01/01/2025,EA,C/I,N,4,B,0.25136,03/19/2025,04/09/2025
VIMPAT 150 MG TABLET,131247935,19.16938,01/01/2025,EA,C/I,N,2,B,0.28902,03/19/2025,04/09/2025
VIMPAT 150 MG TABLET,131247960,19.16938,01/01/2025,EA,C/I,N,2,B,0.28902,03/19/2025,04/09/2025
VIMPAT 200 MG TABLET,131248035,19.15061,01/01/2025,EA,C/I,N,2,B,0.31622,03/19/2025,04/09/2025
VIMPAT 200 MG TABLET,131248060,19.15061,01/01/2025,EA,C/I,N,2,B,0.31622,03/19/2025,04/09/2025
VIMPAT 50 MG TABLET,131247735,11.57315,01/01/2025,EA,C/I,N,4,B,0.15122,03/19/2025,04/09/2025
VIMPAT 50 MG TABLET,131247760,11.57315,01/01/2025,EA,C/I,N,4,B,0.15122,03/19/2025,04/09/2025
VIREAD 300 MG TABLET,61958040101,40.47963,03/19/2025,EA,C/I,N,1,B,0.41089,03/19/2025,04/09/2025
VIVELLE-DOT 0.0375 MG PATCH,66758014658,18.39103,03/19/2025,EA,C/I,N,1,B,6.78053,03/19/2025,04/09/2025
VIVELLE-DOT 0.0375 MG PATCH,66758014683,18.39103,03/19/2025,EA,C/I,N,1,B,6.78053,03/19/2025,04/09/2025
VIVELLE-DOT 0.05 MG PATCH,78034442,18.41848,03/19/2025,EA,C/I,N,1,B,6.56038,03/19/2025,04/09/2025
VIVELLE-DOT 0.075 MG PATCH,66758014858,18.40888,03/19/2025,EA,C/I,N,1,B,6.66731,03/19/2025,04/09/2025
VIVELLE-DOT 0.075 MG PATCH,66758014883,18.40888,03/19/2025,EA,C/I,N,1,B,6.66731,03/19/2025,04/09/2025
VIVELLE-DOT 0.1 MG PATCH,66758014958,18.44648,03/19/2025,EA,C/I,N,1,B,7.12425,03/19/2025,04/09/2025
VIVELLE-DOT 0.1 MG PATCH,66758014983,18.44648,03/19/2025,EA,C/I,N,1,B,7.12425,03/19/2025,04/09/2025
VOGELXO 50 MG/5 GRAM GEL,245087105,3.78763,03/19/2025,GM,C/I,N,"1, 5",B,0.84037,03/19/2025,04/09/2025
VYTORIN 10-20 MG TABLET,78206017501,13.21264,01/01/2025,EA,C/I,N,4,B,0.35167,03/19/2025,04/09/2025
VYTORIN 10-20 MG TABLET,78206017502,13.21264,01/01/2025,EA,C/I,N,4,B,0.35167,03/19/2025,04/09/2025
VYTORIN 10-40 MG TABLET,78206017601,13.18865,01/01/2025,EA,C/I,N,4,B,0.49404,03/19/2025,04/09/2025
VYTORIN 10-40 MG TABLET,78206017602,13.18865,01/01/2025,EA,C/I,N,4,B,0.49404,03/19/2025,04/09/2025
VYTORIN 10-80 MG TABLET,78206017701,13.15243,01/01/2025,EA,C/I,N,4,B,0.39008,03/19/2025,04/09/2025
VYTORIN 10-80 MG TABLET,78206017702,13.15243,01/01/2025,EA,C/I,N,4,B,0.39008,03/19/2025,04/09/2025
VYVANSE 10 MG CAPSULE,59417010110,12.37916,03/19/2025,EA,C/I,N,1,B,4.00619,03/19/2025,04/09/2025
VYVANSE 10 MG CHEWABLE TABLET,59417011501,12.3856,03/19/2025,EA,C/I,N,1,B,7.84019,03/19/2025,04/09/2025
VYVANSE 20 MG CAPSULE,59417010210,12.38462,03/19/2025,EA,C/I,N,1,B,3.87585,03/19/2025,04/09/2025
VYVANSE 20 MG CHEWABLE TABLET,59417011601,12.38931,03/19/2025,EA,C/I,N,1,B,8.3229,03/19/2025,04/09/2025
VYVANSE 30 MG CAPSULE,59417010310,12.38797,03/19/2025,EA,C/I,N,1,B,4.26195,03/19/2025,04/09/2025
VYVANSE 30 MG CHEWABLE TABLET,59417011701,12.38267,03/19/2025,EA,C/I,N,1,B,7.75321,03/19/2025,04/09/2025
VYVANSE 40 MG CAPSULE,59417010410,12.39021,03/19/2025,EA,C/I,N,1,B,4.59237,03/19/2025,04/09/2025
VYVANSE 40 MG CHEWABLE TABLET,59417011801,12.39225,03/19/2025,EA,C/I,N,1,B,8.34664,03/19/2025,04/09/2025
VYVANSE 50 MG CAPSULE,59417010510,12.39038,03/19/2025,EA,C/I,N,1,B,4.77768,03/19/2025,04/09/2025
VYVANSE 50 MG CHEWABLE TABLET,59417011901,12.38832,03/19/2025,EA,C/I,N,1,B,8.46624,03/19/2025,04/09/2025
VYVANSE 60 MG CAPSULE,59417010610,12.38935,03/19/2025,EA,C/I,N,1,B,4.91264,03/19/2025,04/09/2025
VYVANSE 60 MG CHEWABLE TABLET,59417012001,12.39078,03/19/2025,EA,C/I,N,1,B,8.45404,03/19/2025,04/09/2025
VYVANSE 70 MG CAPSULE,59417010710,12.38484,03/19/2025,EA,C/I,N,1,B,5.74826,03/19/2025,04/09/2025
WELCHOL 625 MG TABLET,713087981,4.73823,03/19/2025,EA,C/I,N,1,B,0.2643,03/19/2025,04/09/2025
WELLBUTRIN SR 100 MG TABLET,173094755,7.04703,03/19/2025,EA,C/I,N,1,B,0.10116,03/19/2025,04/09/2025
WELLBUTRIN SR 150 MG TABLET,173013555,7.54239,03/19/2025,EA,C/I,N,1,B,0.08298,03/19/2025,04/09/2025
WELLBUTRIN SR 200 MG TABLET,173072200,14.01067,03/19/2025,EA,C/I,N,1,B,0.14555,03/19/2025,04/09/2025
WELLBUTRIN XL 150 MG TABLET,187073030,70.09263,01/01/2025,EA,C/I,N,2,B,0.1059,03/19/2025,04/09/2025
WELLBUTRIN XL 150 MG TABLET,187073090,70.09263,01/01/2025,EA,C/I,N,2,B,0.1059,03/19/2025,04/09/2025
WELLBUTRIN XL 300 MG TABLET,187073130,92.65264,01/01/2025,EA,C/I,N,2,B,0.15614,03/19/2025,04/09/2025
XALATAN 0.005% EYE DROPS,13830304,103.74645,01/07/2025,ML,C/I,N,"2, 5",B,1.86544,03/19/2025,04/09/2025
XALATAN 0.005% EYE DROPS,58151041935,103.74645,01/07/2025,ML,C/I,N,"2, 5",B,1.86544,03/19/2025,04/09/2025
XANAX 0.25 MG TABLET,9002901,5.38695,01/07/2025,EA,C/I,N,4,B,0.02389,03/19/2025,04/09/2025
XANAX 0.25 MG TABLET,9002902,5.38695,01/07/2025,EA,C/I,N,4,B,0.02389,03/19/2025,04/09/2025
XANAX 0.5 MG TABLET,9005501,6.70976,01/07/2025,EA,C/I,N,2,B,0.0227,03/19/2025,04/09/2025
XANAX 0.5 MG TABLET,9005503,6.70976,01/07/2025,EA,C/I,N,2,B,0.0227,03/19/2025,04/09/2025
XANAX 1 MG TABLET,9009001,8.95592,01/07/2025,EA,C/I,N,4,B,0.02661,03/19/2025,04/09/2025
XANAX 1 MG TABLET,9009004,8.95592,01/07/2025,EA,C/I,N,4,B,0.02661,03/19/2025,04/09/2025
XANAX 2 MG TABLET,9009401,15.21006,01/07/2025,EA,C/I,N,4,B,0.04873,03/19/2025,04/09/2025
XENICAL 120 MG CAPSULE,61269046090,4.62641,07/26/2024,EA,C/I,N,4,B,6.82439,03/19/2025,04/09/2025
"XIGDUO XR 10 MG-1,000 MG TAB",310628030,19.17159,01/01/2025,EA,C/I,N,2,B,11.63248,03/19/2025,04/09/2025
"XIGDUO XR 5 MG-1,000 MG TABLET",310626060,9.59305,01/01/2025,EA,C/I,N,2,B,5.82577,03/19/2025,04/09/2025
XOPENEX HFA 45 MCG INHALER,27437005601,4.78858,03/19/2025,GM,C/I,N,"1, 5",B,3.50384,03/19/2025,04/09/2025
XOPENEX HFA 45 MCG INHALER,63402051001,4.78858,03/19/2025,GM,C/I,N,"1, 5",B,3.50384,03/19/2025,04/09/2025
YASMIN 28 TABLET,50419040201,4.40899,03/19/2025,EA,C/I,N,1,B,0.19107,03/19/2025,04/09/2025
YASMIN 28 TABLET,50419040203,4.40899,03/19/2025,EA,C/I,N,1,B,0.19107,03/19/2025,04/09/2025
YAZ 28 TABLET,50419040501,5.87445,03/19/2025,EA,C/I,N,1,B,0.1595,03/19/2025,04/09/2025
YAZ 28 TABLET,50419040503,5.87445,03/19/2025,EA,C/I,N,1,B,0.1595,03/19/2025,04/09/2025
ZADITOR 0.025% (0.035%) DROPS,65401105,2.24709,03/19/2025,ML,C/I,Y,"1, 5, 6",B-ANDA,1.33476,03/19/2025,04/09/2025
ZEGERID 40 MG CAPSULE,68012010430,105.86453,09/18/2024,EA,C/I,N,4,B,0.77577,03/19/2025,04/09/2025
ZEGERID 40 MG PACKET,68012005430,106.36934,09/18/2024,EA,C/I,N,4,B,12.75775,03/19/2025,04/09/2025
ZESTRIL 10 MG TABLET,52427044090,12.67151,12/18/2024,EA,C/I,N,4,B,0.01833,03/19/2025,04/09/2025
ZETIA 10 MG TABLET,78206017801,13.28866,01/01/2025,EA,C/I,N,4,B,0.07731,03/19/2025,04/09/2025
ZIOPTAN 0.0015% EYE DROP,82584060930,8.50433,03/19/2025,EA,C/I,N,"1, 5",B,3.62045,03/19/2025,04/09/2025
ZITHROMAX 250 MG TABLET,69406101,2.07935,03/19/2025,EA,C/I,N,1,B,0.37667,03/19/2025,04/09/2025
